school,volunteer,sports,clubs,sports_clubs,help_others,explore,experience,resume,friends,leadership,other_benefits,no_benefits,distracts,training,frustrating,boring,takes_time,money,other_neg,no_neg,specialized_school
Performing Arts Academy,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1
Performing Arts Academy,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1
Performing Arts Academy,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1
Performing Arts Academy,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1
Performing Arts Academy,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1
Performing Arts Academy,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
Performing Arts Academy,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1
Performing Arts Academy,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1
Performing Arts Academy,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1
Performing Arts Academy,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Performing Arts Academy,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
Performing Arts Academy,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
Performing Arts Academy,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
Performing Arts Academy,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1
Performing Arts Academy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
Performing Arts Academy,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
Performing Arts Academy,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1
Performing Arts Academy,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1
Performing Arts Academy,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1
Performing Arts Academy,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1
Performing Arts Academy,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1
Performing Arts Academy,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1
Performing Arts Academy,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
Performing Arts Academy,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
Performing Arts Academy,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1
Performing Arts Academy,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1
Performing Arts Academy,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
Performing Arts Academy,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1
Performing Arts Academy,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
Performing Arts Academy,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1
Performing Arts Academy,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Performing Arts Academy,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1
Performing Arts Academy,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1
Performing Arts Academy,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1
Performing Arts Academy,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1
Performing Arts Academy,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1
Performing Arts Academy,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
Pineland Regional Highschool,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
Pineland Regional Highschool,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Pineland Regional Highschool,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
Pineland Regional Highschool,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
Pineland Regional Highschool,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0
Pineland Regional Highschool,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
Pineland Regional Highschool,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0
Pineland Regional Highschool,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0
Pineland Regional Highschool,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0
Pineland Regional Highschool,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0
Pineland Regional Highschool,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
Pineland Regional Highschool,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Pineland Regional Highschool,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0
Pineland Regional Highschool,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
Pineland Regional Highschool,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
Pineland Regional Highschool,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0
Pineland Regional Highschool,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
Pineland Regional Highschool,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Pineland Regional Highschool,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0
Pineland Regional Highschool,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Pineland Regional Highschool,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0
Pineland Regional Highschool,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Point Pleasant Beach High School,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
Point Pleasant Beach High School,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
Point Pleasant Beach High School,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Point Pleasant Beach High School,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
Point Pleasant Beach High School,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0
Point Pleasant Beach High School,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Point Pleasant Beach High School,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
Point Pleasant Beach High School,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0
Point Pleasant Beach High School,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
Point Pleasant Beach High School,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
Point Pleasant Beach High School,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
Point Pleasant Beach High School,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Post Secondary,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Post Secondary,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
Rumson-Fair Haven Regional High School,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
"Saint Mark’s Highschool (Delaware, United States)",1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0
Scarborough High Maine Usa,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
"Skyview High School // Idaho, USA",1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
Southern Regional High School,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Southern Regional High School,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
Southern Regional High School,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Southern Regional High School,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
Southern Regional High School,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0
Southern Regional High School,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0
"Spain Park High School (AL, USA)",1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
"Tenafly high school (NJ, USA)",1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0
The Pilgrim Academy,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
The Pilgrim Academy,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
The Pilgrim Academy,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Toms River High School North,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0
Toms River High School North,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Toms River High School North,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toms River High School North,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Toms River High School North,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Toms River High School North,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
